Observation, Year, Month, Day, Date, Latitude, Longitude, Zonal Winds, Meridional Winds, Humidity, Air Temp, Sea Surface Temp
19384,97,12,11,971211,0,-154.96,-1.5,-1.9,.,28.47,29.7
19385,97,12,12,971212,-0.01,-154.96,-1.5,-3.1,.,27.55,29.63
19386,97,12,13,971213,-0.01,-154.96,3.3,-3.1,.,26.54,29.3
19387,97,12,14,971214,0,-154.95,1.8,-3.5,.,27.63,29.38
19388,97,12,15,971215,0,-154.96,-2.5,1.4,.,27.95,29.6
19389,97,12,16,971216,0,-154.96,-3.6,2.3,.,27.59,29.41
19390,97,12,17,971217,0,-154.95,-3.7,-3.4,.,27.83,29.37
19391,97,12,18,971218,0,-154.95,-4.5,-6.7,.,27.47,29.23
19392,97,12,19,971219,0.01,-154.96,-3.7,-4.2,.,27.35,29.19
19393,97,12,20,971220,0,-154.95,-3.1,0.1,.,27.15,29.29
19394,97,12,21,971221,0.01,-154.96,-1.5,-1.3,.,26.42,29.54
19395,97,12,22,971222,0.01,-154.96,0.7,-1.8,.,26.98,29.34
19396,97,12,23,971223,0,-154.96,-3.5,-4.2,.,27.63,29.45
19397,97,12,24,971224,0,-154.96,-4.8,-2.8,.,27.47,29.51
19398,97,12,25,971225,0,-154.96,-2.5,-2.3,.,27.19,29.46
19399,97,12,26,971226,0,-154.97,-3.7,-1.2,.,27.31,29.67
19400,97,12,27,971227,-0.01,-154.96,-2.7,-3.5,.,26.3,29.48
19401,97,12,28,971228,-0.01,-154.96,-2.3,-6,.,26.02,29.2
19402,97,12,29,971229,-0.01,-154.97,-3.8,-4.2,.,27.31,29.14
19403,97,12,30,971230,0,-154.96,-2.9,-1.1,.,26.86,29.1
19404,97,12,31,971231,0,-154.96,-3.9,-3.2,.,26.58,29.16
19405,98,1,1,980101,0,-154.97,-3.8,-1.6,.,27.95,29.35
19406,98,1,2,980102,0.01,-154.96,-0.5,-0.8,.,27.71,29.6
19407,98,1,3,980103,0.01,-154.96,3.8,-2.6,.,25.82,29.41
19408,98,1,4,980104,0,-154.96,0.9,-3.1,.,27.23,29.28
19409,98,1,5,980105,0,-154.96,1.7,-2.8,.,27.19,29.59
19410,98,1,6,980106,0,-154.97,2.1,-2.9,.,26.66,29.5
19411,98,1,7,980107,0,-154.96,-0.2,-2.7,.,27.39,29.57
19412,98,1,8,980108,0,-154.96,0.7,-4.5,.,28.27,29.67
19413,98,1,9,980109,0,-154.96,2.4,-3.5,.,27.79,29.7
19414,98,1,10,980110,0,-154.96,1.1,0.9,.,26.18,29.54
19415,98,1,11,980111,0,-154.96,-2.9,-1.1,.,28.19,29.74
19416,98,1,12,980112,0,-154.96,-0.9,-2,.,27.11,29.77
19417,98,1,13,980113,0,-154.96,0.3,-4,.,26.46,29.5
19418,98,1,14,980114,0,-154.96,-1,-7.5,.,28.11,29.67
19419,98,1,15,980115,0.01,-154.96,-2.5,-4.8,.,28.15,29.71
19420,98,1,16,980116,0,-154.96,-1,-6.6,.,28.31,29.77
19421,98,1,17,980117,-0.01,-154.95,-1.7,-8,.,28.47,29.77
19422,98,1,18,980118,-0.01,-154.96,-2.7,-7.2,.,28.47,29.74
19423,98,1,19,980119,-0.01,-154.97,-2.5,-8.2,.,28.35,29.7
19424,98,1,20,980120,-0.01,-154.96,-2.1,-5.9,.,28.27,29.76
19425,98,1,21,980121,0,-154.97,-3,-4.1,.,28.43,29.78
19426,98,1,22,980122,0.01,-154.97,-0.2,-3.7,.,28.15,29.83
19427,98,1,23,980123,0,-154.97,-1.3,-3.1,.,28.15,29.81
19428,98,1,24,980124,0.01,-154.97,-3.5,-2.2,.,28.31,29.74
19429,98,1,25,980125,0,-154.97,-0.8,-3.8,.,26.94,29.53
19430,98,1,26,980126,0.01,-154.99,-0.2,-7.6,.,26.42,29.42
19431,98,1,27,980127,0.01,-154.97,-1.9,-6.9,.,28.03,29.46
19432,98,1,28,980128,0.01,-154.96,0.2,-6.6,.,28.07,29.52
19433,98,1,29,980129,0,-154.97,0.2,-7.4,.,28.19,29.59
19434,98,1,30,980130,0,-154.98,-1.2,-6.2,.,28.07,29.47
19435,98,1,31,980131,0,-154.98,-0.1,-5.8,.,27.91,29.35
19436,98,2,1,980201,0,-154.97,-2.5,-5.6,.,27.75,29.23
19437,98,2,2,980202,0,-154.97,-3.3,-5.7,.,28.07,29.16
19438,98,2,3,980203,0,-154.97,-2.9,-4.3,.,27.95,29.15
19439,98,2,4,980204,0.01,-154.96,0.9,-1.5,.,26.34,29.14
19440,98,2,5,980205,0,-154.98,2.5,-2.8,.,27.91,29.26
19441,98,2,6,980206,0.01,-154.97,-0.8,1,.,27.99,29.56
19442,98,2,7,980207,0.01,-154.97,-1.1,1.7,.,27.55,29.62
19443,98,2,8,980208,0,-154.97,-4.4,-6.1,.,28.03,29.65
19444,98,2,9,980209,0,-154.97,-4.7,-7.9,.,28.47,29.58
19445,98,2,10,980210,-0.01,-154.97,-4.4,-5.1,.,28.55,29.54
19446,98,2,11,980211,0,-154.97,-3.4,-5.1,.,28.35,29.67
19447,98,2,12,980212,0,-154.97,-4.9,-5.6,.,27.75,29.53
19448,98,2,13,980213,-0.01,-154.97,0,-3.7,.,26.14,29.17
19449,98,2,14,980214,-0.01,-154.98,-4,-5.2,.,26.9,29.01
19450,98,2,15,980215,-0.01,-154.99,-1.8,-2.7,.,.,29.13
19451,98,2,16,980216,0,-154.99,-3.5,-5.8,.,.,29.01
19452,98,2,17,980217,0,-154.98,-3.7,-5.8,.,.,28.41
19453,98,2,18,980218,0,-154.98,-4.2,-2.7,.,.,28.4
19454,98,2,19,980219,0,-154.99,-5.9,-2.3,.,27.35,28.37
19455,98,2,20,980220,0,-154.98,-2.1,-2,.,27.99,29.14
19456,98,2,21,980221,0,-154.98,1.9,-5.5,.,27.59,29.3
19457,98,2,22,980222,0,-154.98,-2.1,-6.7,.,27.91,29.41
19458,98,2,23,980223,-0.01,-154.98,-2.9,-8.4,.,28.63,29.41
19459,98,2,24,980224,0,-154.98,-4.4,-7.5,.,28.71,29.29
19460,98,2,25,980225,-0.01,-154.98,-3.9,-7,.,28.71,28.91
19461,98,2,26,980226,-0.01,-154.98,-1.6,-7.8,.,28.91,28.14
19462,98,2,27,980227,-0.01,-154.99,-2,-6.3,.,28.39,27.74
19463,98,2,28,980228,-0.01,-154.98,-2.3,-5.6,.,28.23,27.74
19464,98,3,1,980301,-0.01,-154.99,-1.5,-5.8,.,28.63,27.79
19465,98,3,2,980302,-0.01,-154.98,-2.3,-5.4,.,28.71,27.68
19466,98,3,3,980303,0,-154.97,-0.8,-4.8,.,28.55,27.6
19467,98,3,4,980304,0,-154.97,-0.1,-4.3,.,28.07,27.65
19468,98,3,5,980305,-0.01,-154.98,-2,-5.3,.,27.95,27.52
19469,98,3,6,980306,0,-154.98,-3.6,-5,.,27.59,27.5
19470,98,3,7,980307,-0.01,-154.98,-2.3,-6.8,.,27.91,27.98
19471,98,3,8,980308,0,-154.97,-2.7,-6.6,.,28.07,27.84
19472,98,3,9,980309,-0.01,-154.99,0.4,-5,.,27.55,28.59
19473,98,3,10,980310,0,-154.98,-1,-6.2,.,27.35,28.74
19474,98,3,11,980311,0,-154.99,-0.3,-3.1,.,27.27,28.84
19475,98,3,12,980312,0,-154.98,-2.4,-5.2,.,27.75,28.87
19476,98,3,13,980313,-0.01,-154.98,-4.2,-7.8,.,28.31,28.88
19477,98,3,14,980314,-0.01,-154.98,-0.8,-6.5,.,27.47,28.67
19478,98,3,15,980315,0,-154.98,-3.9,-7,.,28.11,28.72
19479,98,3,16,980316,-0.01,-154.97,-2.9,-5.7,.,27.83,28.32
19480,98,3,17,980317,0,-154.97,-1.1,-5.8,.,27.67,27.71
19481,98,3,18,980318,-0.01,-154.97,-1.9,-5.5,.,27.51,27.38
19482,98,3,19,980319,-0.01,-154.97,-1.4,-6.2,.,27.11,27.31
19483,98,3,20,980320,0,-154.97,-2.7,-5.4,.,27.43,27.26
19484,98,3,21,980321,0,-154.97,-2.1,-5.5,.,27.07,27.17
19485,98,3,22,980322,0,-154.96,-1.8,-2.7,.,27.27,27.28
19486,98,3,23,980323,0,-154.98,-2.3,-3.6,.,27.79,28.23
19487,98,3,24,980324,0,-154.97,-4.2,-3.7,.,27.91,28.28
19488,98,3,25,980325,0,-154.98,-4.9,-3.4,.,28.03,28.38
19489,98,3,26,980326,0.01,-154.94,-2.5,-3.4,.,27.99,28.62
19490,98,3,27,980327,0,-154.97,-1.9,-3.2,.,26.74,28.68
19491,98,3,28,980328,0,-154.98,-1.8,-6.5,.,28.31,28.95
19492,98,3,29,980329,-0.01,-154.98,-3.8,-6,.,28.39,28.83
19493,98,3,30,980330,-0.01,-154.98,-3.8,-5.2,.,28.35,28.58
19494,98,3,31,980331,-0.01,-154.96,-1.9,-7.1,.,27.95,28.26
19495,98,4,1,980401,-0.01,-154.97,-2.6,-7.8,.,27.47,27.67
19496,98,4,2,980402,-0.01,-154.97,-3.2,-6.3,.,27.59,27.32
19497,98,4,3,980403,-0.01,-154.97,-2.1,-5.9,.,27.59,27.2
19498,98,4,4,980404,-0.01,-154.97,-2.1,-5.7,.,27.55,27.32
19499,98,4,5,980405,-0.01,-154.96,-1.9,-6.7,.,27.35,27.12
19500,98,4,6,980406,0,-154.96,-1.4,-6,.,27.31,27.16
19501,98,4,7,980407,0,-154.97,-1.5,-6.8,.,27.47,27.42
19502,98,4,8,980408,0,-154.96,-1.5,-4.7,.,27.51,27.99
19503,98,4,9,980409,0,-154.96,-3.1,-4.7,.,28.07,28.62
19504,98,4,10,980410,0,-154.96,-3.8,-5.4,.,28.67,28.93
19505,98,4,11,980411,0,-154.97,-1.5,-6.8,.,28.35,28.94
19506,98,4,12,980412,-0.01,-154.97,-4.5,-4.5,.,27.71,28.78
19507,98,4,13,980413,-0.01,-154.99,-1.3,-8,.,27.63,28.67
19508,98,4,14,980414,-0.01,-154.97,-2.7,-8,.,28.31,28.47
19509,98,4,15,980415,-0.01,-154.97,-4,-7.4,.,28.03,28
19510,98,4,16,980416,-0.01,-154.97,-5.2,-5.2,.,28.03,27.49
19511,98,4,17,980417,-0.01,-154.96,-4.6,-3.9,.,27.75,27.41
19512,98,4,18,980418,-0.01,-154.95,-2.9,-4.7,.,27.79,27.43
19513,98,4,19,980419,0,-154.96,-2.3,-4.8,.,27.83,27.46
19514,98,4,20,980420,0,-154.96,-1,-5.2,.,27.55,27.56
19515,98,4,21,980421,0.01,-154.95,0.5,-5.9,.,27.67,28.12
19516,98,4,22,980422,0,-154.96,0,-7.6,.,27.19,28.71
19517,98,4,23,980423,-0.01,-154.96,-4.2,-6.6,.,28.03,28.6
19518,98,4,24,980424,-0.01,-154.98,-3.1,-5.5,.,27.83,28.53
19519,98,4,25,980425,-0.01,-154.97,-1.1,-5.4,.,28.03,28.74
19520,98,4,26,980426,0,-154.97,0.3,-6.9,.,28.19,28.85
19521,98,4,27,980427,-0.01,-154.96,1.1,-5.6,.,28.11,28.88
19522,98,4,28,980428,0,-154.96,0.9,-4.3,.,27.95,28.78
19523,98,4,29,980429,0,-154.96,1.4,-2.2,.,27.87,28.73
19524,98,4,30,980430,0,-154.96,-0.6,-1.6,.,27.91,28.88
19525,98,5,1,980501,0,-154.96,-3.5,-1.8,.,28.35,29.22
19526,98,5,2,980502,0,-154.96,-4.6,-4.1,.,27.87,29.19
19527,98,5,3,980503,0,-154.97,-2.6,-5,.,28.11,29.22
19528,98,5,4,980504,0,-154.96,-4.2,-5.3,.,28.15,29.22
19529,98,5,5,980505,0,-154.96,-5.8,-3.5,.,28.31,29.23
19530,98,5,6,980506,0,-154.96,-3.6,-1.4,.,28.31,29.34
19531,98,5,7,980507,-0.01,-154.96,-4,-1.7,.,28.79,29.39
19532,98,5,8,980508,-0.01,-154.96,-3.6,-2.8,.,28.71,29.4
19533,98,5,9,980509,0,-154.96,-3.7,-0.8,.,28.11,29.46
19534,98,5,10,980510,0,-154.96,-3.8,-2.6,.,28.47,29.38
19535,98,5,11,980511,0,-154.96,-4.9,-5.4,.,28.47,28.46
19536,98,5,12,980512,0,-154.97,-2.5,-3.4,.,28.03,28.02
19537,98,5,13,980513,-0.01,-154.96,-1.8,-1.6,.,27.23,28.23
19538,98,5,14,980514,0,-154.96,-1.1,-2.1,.,27.35,28.14
19539,98,5,15,980515,0,-154.97,-4.3,-0.9,.,27.59,28.06
19540,98,5,16,980516,-0.01,-154.96,-3.9,-3.2,.,27.67,27.81
19541,98,5,17,980517,0,-154.96,-2.8,-0.7,.,27.75,27.79
19542,98,5,18,980518,0,-154.96,-2.7,-2.1,.,27.71,27.64
19543,98,5,19,980519,0,-154.96,-3.4,-0.6,.,27.91,27.8
19544,98,5,20,980520,-0.01,-154.95,-4,-1.4,.,27.55,27.42
19545,98,5,21,980521,0,-154.96,-2.9,-1.9,.,26.86,27.25
19546,98,5,22,980522,0,-154.96,-0.1,-0.1,.,25.7,27.32
19547,98,5,23,980523,0,-154.96,0,-0.1,.,25.94,27.12
19548,98,5,24,980524,-0.01,-154.96,-1.8,-1.8,.,26.74,27.48
19549,98,5,25,980525,0,-154.95,-3.6,-2.8,.,26.98,27.6
19550,98,5,26,980526,0,-154.96,-4.3,-1.9,.,26.94,27.58
19551,98,5,27,980527,0,-154.96,-5.3,-0.9,.,27.15,27.69
19552,98,5,28,980528,0,-154.96,-3.8,-1.6,.,27.15,27.76
19553,98,5,29,980529,-0.01,-154.96,-3.4,-2.8,.,27.02,28.04
19554,98,5,30,980530,0,-154.96,-2.6,-2.7,.,26.98,28.02
19555,98,5,31,980531,0,-154.96,-2.5,0,.,26.98,28.07
19556,98,6,1,980601,0,-154.96,-4.1,-1.1,.,26.7,27.98
19557,98,6,2,980602,-0.01,-154.95,-4.9,-1.8,.,26.46,27.57
19558,98,6,3,980603,0,-154.95,-6,-1.4,.,26.02,27.01
19559,98,6,4,980604,0,-154.96,-6.3,-0.4,.,25.82,26.57
19560,98,6,5,980605,0,-154.96,-3.6,-0.6,.,25.7,26.49
19561,98,6,6,980606,0,-154.96,-3.8,-2.6,.,25.62,26.45
19562,98,6,7,980607,0,-154.96,-4.1,-1.1,.,25.62,26.34
19563,98,6,8,980608,0,-154.96,-4.9,-0.8,.,25.5,26.35
19564,98,6,9,980609,0,-154.96,-5.1,1.8,.,.,.
19565,98,6,10,980610,-0.01,-154.96,.,.,.,.,.
19566,98,6,11,980611,-0.01,-154.95,-4.7,-1.9,85.5,25.93,25.83
19567,98,6,12,980612,0,-154.94,0,-0.9,84.6,.,.
19568,98,6,13,980613,0.01,-154.97,-2.8,-1.3,82.1,.,.
19569,91,8,29,910829,-0.01,155.4,2.5,2.1,.,28.2,29.65
19570,91,8,30,910830,-0.01,155.4,0.6,0.9,.,27.89,29.76
19571,91,8,31,910831,-0.02,155.4,1.7,-0.8,.,28.15,29.9
19572,91,9,1,910901,-0.02,155.4,2.7,3.2,.,27.5,29.58
19573,91,9,2,910902,-0.02,155.4,5.2,-0.7,.,27.51,29.36
19574,91,9,3,910903,-0.01,155.4,4.2,3.4,.,28.7,29.28
19575,91,9,4,910904,-0.01,155.4,4.5,3.2,.,28.44,29.21
19576,91,9,5,910905,-0.02,155.4,3.5,-0.4,.,26.84,29.06
19577,91,9,6,910906,-0.02,155.4,3.9,0.2,.,27.59,29.22
19578,91,9,7,910907,-0.02,155.4,3.7,-1.4,.,27.43,29.22
19579,91,9,8,910908,-0.02,155.4,4.3,-3.2,.,27.64,29.05
19580,91,9,9,910909,-0.02,155.4,2.5,5.6,.,28.64,29.11
19581,91,9,10,910910,-0.01,155.4,2,4.7,.,28.76,29.09
19582,91,9,11,910911,-0.01,155.4,3.5,2.7,.,27.74,29.01
19583,91,9,12,910912,-0.01,155.4,1.1,5.4,.,28.59,29.08
19584,91,9,13,910913,-0.02,155.4,-0.3,4.9,.,28.39,29.03
19585,91,9,14,910914,-0.02,155.4,-1.5,3.8,.,27.92,29.03
19586,91,9,15,910915,-0.02,155.4,-1.1,3.8,.,28.54,29.03
19587,91,9,16,910916,-0.02,155.4,1.2,1.1,.,27.17,29.09
19588,91,9,17,910917,-0.01,155.4,1.9,1.2,.,27.81,28.96
19589,91,9,18,910918,-0.02,155.4,0.6,3.8,.,28.18,29.19
19590,91,9,19,910919,-0.02,155.4,0.4,1.9,.,27.43,29.18
19591,91,9,20,910920,-0.02,155.4,4.5,1.3,.,27.68,29.09
19592,91,9,21,910921,-0.02,155.4,2.7,2.7,.,27.37,29.17
19593,91,9,22,910922,-0.02,155.4,1.7,2,.,27.18,29.28
19594,91,9,23,910923,-0.02,155.4,2.6,5.4,.,26.91,29.08
19595,91,9,24,910924,-0.02,155.4,3.9,4.3,.,26.91,28.79
19596,91,9,25,910925,-0.02,155.39,3.1,2.1,.,27,28.82
19597,91,9,26,910926,-0.01,155.4,4.6,0,.,28,28.8
19598,91,9,27,910927,-0.02,155.4,5.3,-4.8,.,28.19,28.75
19599,91,9,28,910928,-0.02,155.4,4.2,0.5,.,27.84,28.76
19600,91,9,29,910929,-0.02,155.4,0.7,-0.4,.,28.11,29
19601,91,9,30,910930,-0.02,155.4,-2.3,0.6,.,28.11,29.24
19602,91,10,1,911001,-0.02,155.4,-0.3,2.6,.,27.36,29.16
19603,91,10,2,911002,-0.02,155.4,-1.1,0.1,.,28.21,29.48
19604,91,10,3,911003,-0.02,155.4,-0.8,-1.4,.,28.19,29.62
19605,91,10,4,911004,-0.02,155.39,2.3,-1,.,27,29.4
19606,91,10,5,911005,-0.02,155.4,3.3,1.9,.,27.74,29.14
19607,91,10,6,911006,-0.02,155.4,0.6,3,.,28.33,29.31
19608,91,10,7,911007,-0.01,155.39,-1.4,1.2,.,28.35,29.37
19609,91,10,8,911008,-0.02,155.4,-1.2,-1.1,.,27.51,29.48
19610,91,10,9,911009,-0.02,155.4,-0.5,-0.9,.,27.27,29.08
19611,91,10,10,911010,-0.02,155.4,1.6,1,.,28.36,29.63
19612,91,10,11,911011,-0.02,155.4,0,2,.,28.36,29.42
19613,91,10,12,911012,-0.01,155.39,0.1,2.2,.,28.22,29.95
19614,91,10,13,911013,-0.02,155.39,-2.5,1.8,.,28.92,29.63
19615,91,10,14,911014,-0.02,155.39,-1.8,-1.9,.,.,.
19616,91,10,15,911015,-0.02,155.39,0.9,-2.5,.,.,.
19617,92,3,2,920302,0,156,-2.8,-5.6,74.3,28.42,28.87
19618,92,3,3,920303,0.01,155.98,-3.3,-3.9,75.1,28.42,28.95
19619,92,3,4,920304,0,155,1.8,0.6,76.8,28.78,29.31
19620,92,3,5,920305,0,156,0.9,-4.9,84.3,27.47,28.92
19621,92,3,6,920306,0,155.97,1.6,-5.3,84.7,27.33,28.87
19622,92,3,7,920307,0.01,155.97,0.1,-3.6,81.6,27.59,28.72
19623,92,3,8,920308,0,155.98,1.3,-3.8,85.8,27.13,28.82
19624,92,3,9,920309,0.01,155.98,1.1,-6.4,76,28.43,28.77
19625,92,3,10,920310,0.01,155.98,-1.7,-5.7,74.4,28.43,28.8
19626,92,3,11,920311,0.01,155.98,-1.5,-6.3,76.7,28.56,28.84
19627,92,3,12,920312,0.01,155.98,-2.6,-3.9,80.9,28.39,28.86
19628,92,3,13,920313,0,155.98,-1.6,-3.9,85.6,27.86,28.93
19629,92,3,14,920314,-0.01,155.98,-3.1,-3.7,86.6,27.47,28.77
19630,92,3,15,920315,0,156,-2.9,-1.6,79.6,28.44,29.11
19631,92,3,16,920316,0.01,155.98,-3.4,-1.5,80.2,28.77,29.35
19632,92,3,17,920317,0,155.97,-3,-3.6,82.9,28.2,29.12
19633,92,3,18,920318,0.01,155.98,-2.8,-5.8,80.5,28.55,29.16
19634,92,3,19,920319,0,155.98,-4.3,-6.3,77.2,28.79,29
19635,92,3,20,920320,0,155.98,-5.2,-7.1,76.8,28.83,28.92
19636,92,3,21,920321,0,156,-4.9,-6.1,75.3,28.71,28.8
19637,92,3,22,920322,0,155.98,-3.9,-4.1,75.6,28.5,28.73
19638,92,3,23,920323,0,155.98,-4.2,-1.9,77.1,28.69,28.9
19639,92,3,24,920324,0,155.98,-4.2,-2,79.4,28.58,29
19640,92,3,25,920325,0,155.98,-3.6,-1.8,81.5,28.49,29.15
19641,92,3,26,920326,0.01,155.98,-4.4,-3.5,84.5,27.91,28.99
19642,92,3,27,920327,0,155.98,0,-1.7,84,27.26,28.79
19643,92,3,28,920328,0.01,155.98,-3.7,-2.8,84.5,27.41,28.81
19644,92,3,29,920329,0,156,-4,-2.8,80.6,28.55,28.9
19645,92,3,30,920330,0,155.97,-4.6,-1.6,84.9,28.21,28.84
19646,92,3,31,920331,0,155.97,-2.8,-0.1,86.2,27.74,29.08
19647,92,4,1,920401,0.01,155.97,-3.3,0.7,85.4,27.92,29.32
19648,92,4,2,920402,0.01,155.97,-5,0,82.3,28.66,29.28
19649,92,4,3,920403,0.01,155.98,-4.3,-1.7,84.1,28.47,29.35
19650,92,4,4,920404,0,155.98,-1.9,0.1,86.7,27.57,29.1
19651,92,4,5,920405,0,156,-1.5,-0.8,87.3,27.74,29.45
19652,92,4,6,920406,0,155.98,-2,-1.5,81.3,28.37,29.38
19653,92,4,7,920407,0,155.98,-0.4,-1.9,76.7,29.1,29.68
19654,92,4,8,920408,0,155.98,0.2,-5.1,85.4,27.85,29.48
19655,92,4,9,920409,0,155.98,0.5,-1.8,85.7,27.37,29.32
19656,92,4,10,920410,0,155.98,1.5,0,81.3,28.2,29.34
19657,92,4,11,920411,0,155.99,1.1,-1.2,85.1,28,29.38
19658,92,4,12,920412,0,155.99,0.7,-1.3,87.2,27.62,29.28
19659,92,4,13,920413,0,155.99,1.2,-2.6,92.9,26.51,29.23
19660,92,4,14,920414,0.01,155.99,0.8,-4,81,28.01,29.15
19661,92,4,15,920415,0,155.99,-1.1,-4.1,77,29.07,29.19
19662,92,4,16,920416,0,155.98,1.1,-2.1,75.6,29.1,29.37
19663,92,4,17,920417,0,155.98,-0.4,-2.8,78.4,29.02,29.4
19664,92,4,18,920418,0,155.98,-2.3,-3.5,81.5,28.98,29.43
19665,92,4,19,920419,0.01,155.98,-2.5,-3.2,78.2,29.08,29.47
19666,92,4,20,920420,0.01,155.99,-1,-2.7,76.4,29.12,29.56
19667,92,4,21,920421,0.02,156.04,1.4,0.7,70.1,29.27,29.88
19668,92,4,22,920422,0.03,156.09,0.9,-0.9,71.2,29.23,29.99
19669,92,4,23,920423,0,156,2,-0.8,83.3,27.65,29.68
19670,92,4,24,920424,0.06,156.33,2.2,-0.4,89.7,26.84,29.48
19671,92,4,25,920425,0.03,156.38,0.9,2.3,83.2,28.11,29.51
19672,92,4,26,920426,0.02,156.46,-0.7,3.9,81.4,28.51,29.69
19673,92,4,27,920427,0.03,156.54,-0.2,1.1,88.6,27.18,29.34
19674,92,4,28,920428,0.03,156.63,0.2,0.6,76.7,28.92,29.79
19675,92,4,29,920429,-0.03,156.79,3.8,-3,85.2,28.23,29.65
19676,92,4,30,920430,-0.1,156.92,4.7,-2.3,87.1,26.38,29.28
19677,92,5,1,920501,-0.14,157.04,-1.6,-1.4,76,28.67,29.38
19678,92,5,2,920502,0,156,-3.5,-1.6,78.4,29.25,29.59
19679,92,5,3,920503,-0.21,157.28,-5.2,1.4,87.4,28,29.33
19680,92,5,4,920504,-0.19,157.39,-3.1,1.5,87.4,28.12,29.44
19681,92,5,5,920505,-0.14,157.45,-1.8,2.2,88.1,27.82,29.5
19682,92,5,6,920506,0,156,0.4,0.3,87.1,27.74,29.67
19683,92,5,7,920507,0.01,156.04,1.3,1.2,80.3,28.69,29.5
19684,92,5,8,920508,0.01,156.04,1.1,-1.3,77.1,29.18,29.96
19685,92,5,9,920509,0.01,156.04,2.4,-2.7,80.4,28.86,29.97
19686,92,5,10,920510,0.01,156.04,5.5,-2,89.4,27.72,29.57
19687,92,5,11,920511,0,156.02,2.8,-1.1,89.4,27.11,29.28
19688,92,5,12,920512,0.01,156.03,3.1,-0.2,85.6,28.13,29.49
19689,92,5,13,920513,0.01,156.03,4.7,-1.7,86,27.58,29.35
19690,92,5,14,920514,0.01,156.04,3.1,-2.4,82.5,28.71,29.4
19691,92,5,15,920515,0.01,156.04,3.8,-2.4,87.8,27.74,29.34
19692,92,5,16,920516,0.01,156.04,2.4,-2.6,85,27.85,29.23
19693,92,5,17,920517,0.01,156.03,2,-2.6,86.8,27.76,29.07
19694,92,5,18,920518,0.01,156.03,-1.6,-4.4,88.9,27.22,29.26
19695,92,5,19,920519,0.01,156.04,-1.9,-2.2,84.8,27.88,29.28
19696,92,5,20,920520,0.01,156.04,-1.4,-4.3,84.4,28.5,29.49
19697,92,5,21,920521,0.01,156.04,0.6,-3.8,84.3,28.5,29.39
19698,92,5,22,920522,0.01,156.04,2.4,0.2,86.4,28.08,29.37
19699,92,5,23,920523,0.01,156.04,2.1,-0.4,81.6,28.82,29.44
19700,92,5,24,920524,0.01,156.04,0.4,-2.2,84,28.44,29.84
19701,92,5,25,920525,0.01,156.04,0.5,-3.7,85.2,28.2,29.5
19702,92,5,26,920526,0.01,156.03,-1.1,-3.1,84.9,28.19,29.62
19703,92,5,27,920527,0.01,156.04,-4.9,0.8,82.8,28.97,29.52
19704,92,5,28,920528,0.01,156.04,-0.2,1.6,87.9,27.69,29.43
19705,92,5,29,920529,0.01,156.04,0.7,-0.9,80,28.97,29.81
19706,92,5,30,920530,0.01,156.04,2.1,-1.5,83.5,28.36,29.64
19707,92,5,31,920531,0.01,156.04,3.2,-0.1,88.9,27.31,29.77
19708,92,6,1,920601,0.01,156.04,-0.6,-0.3,82.4,28.2,29.52
19709,92,6,2,920602,0.01,156.04,-3.8,-0.3,82,28.86,29.59
19710,92,6,3,920603,0.01,156.04,-2.5,3.2,83.4,28.97,29.63
19711,92,6,4,920604,0.01,156.04,-0.9,3.6,85.1,28.6,29.6
19712,92,6,5,920605,0.02,156.03,-0.2,4.3,86.4,28.25,29.42
19713,92,6,6,920606,0.01,156.03,-0.8,3.5,86.7,28.33,29.5
19714,92,6,7,920607,0.01,156.03,-1.9,-0.2,82.4,28.87,29.71
19715,92,6,8,920608,0.01,156.04,1.5,1,91.7,27.01,29.71
19716,92,6,9,920609,0.01,156.03,2.5,-0.7,88.6,27.52,29.41
19717,92,6,10,920610,0.01,156.03,0,-0.4,82,28.39,29.84
19718,92,6,11,920611,0.01,156.03,-1.1,-1.5,83.2,28.73,29.85
19719,92,6,12,920612,0.01,156.04,-1.8,-0.3,85.9,28.04,29.65
19720,92,6,13,920613,0.01,156.03,0.6,2.2,82,28.87,29.89
19721,92,6,14,920614,0.01,156.03,0.2,0.4,83.3,28.43,29.85
19722,92,6,15,920615,0.01,156.03,-0.8,0.3,78.5,29.23,30.26
19723,92,6,16,920616,0.01,156.03,-0.8,0.8,78.4,29.48,30.4
19724,92,6,17,920617,0.01,156.03,0.7,0.6,85.8,28.26,30.2
19725,92,6,18,920618,0.01,156.03,1.7,-1.7,89.7,27.25,29.76
19726,92,6,19,920619,0.01,156.03,2.6,3.8,84.4,28.12,29.43
19727,92,6,20,920620,0.01,156.04,2.2,2.1,86.9,27.51,29.42
19728,92,6,21,920621,0.01,156.04,3.9,0.4,85.8,27.87,29.36
19729,92,6,22,920622,0.01,156.03,2.6,6.1,84.2,28.9,29.43
19730,92,6,23,920623,0.01,156.04,2,4.2,88.5,27.83,29.34
19731,92,6,24,920624,0.01,156.04,5.1,3.3,87.2,27.63,29.28
19732,92,6,25,920625,0.01,156.04,4.5,2.5,83.1,28.65,29.15
19733,92,6,26,920626,0.01,156.04,3.8,2.2,84.3,28.21,29.14
19734,92,6,27,920627,0,156.04,3.4,-0.1,85.1,27.86,29.07
19735,92,6,28,920628,0.01,156.04,3.2,0.3,84.2,27.91,28.99
